text,label
https://vm.tiktok.com/ZMrRrpnGJ/,1
✈️Départ imminent ✈️,1
null,1
🚨🚨🚨Besoin de 1 personne pour compléter l’effectif demain pour un travail de 🏗️ au métro Salarieva,1
Any room or space available please contact this number +79999765414,1
Tienda para mañana en el D2. De 8-6,1
Tienda para mañana en D2🩷Pokrovskoe. De 8-6,1
https://youtu.be/r86kz_lKEj4,1
Besoin urgemment d’une place pour femme,1
Combien,2
*Besoin de personnes( garçons ou filles ) dans la région de Moscou*,1
https://t.me/hamster_kombat_boT/start?startapp=kentId5507592514,1
"Waouh félicitations muana mboka / 243 ,enfin nous avons trouvé aussi ,",1
Urgent boulot facile au plage nettoyage besoin de 4 garçons maintenant au métro Строгино 2400 après boulot,1
Urgent besoin d'un garçon maintenant pour un boulot de nettoyé la plage 10h à 19h juste 2400 Inbox,1
null,1
null,1
2 place pour fille disponible métro bulvar Dimitri dongovo,1
Good morning guys.,1
Good morning guys.,1
🛫🛫🛫🛫🛫🚨🚨🚨🚨,1
https://t.me/+V2g_mXzy-05kOTg6,1
🛑🛑🛑 *a votre attention*,1
Urgently  1 persons is needed.,1
Les participants sont payés à combien?,2
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 besoin de 15  personnes ce soir  de 20h - 06h métro  kaluzhskaya sortie 4 fini payer travail 2600p de nuit,1
https://www.streamonsport.ru/4801-lien-cameroun-cap-vert-en-streaming-coupe-du-monde.html,1
Bonne question,2
Je suis assis par terre ici j'attends la réponse,1
"Attends la réponse mon frère, jusqu'au 32🤣🤣🤣",2
J'attends toujours,1
"D'accord,c'est bien comme t'est assis",2
😎😎😎😎,1
4-1,1
😎😎😎😎,1
Transférez de l'argent rapidement et en toute sécurité.,1
quel genre de travail,1
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 besoin de 25 personnes demain de 9h - 17h45 🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 besoin de 25  personnes demain de 9h - 17h45 Metro NOVOPEREDELKINO sortie 02 fini payer,1
😂😂😂😂😂😂 il a une petite de 25 ans il veut se suicider parce qu'elle veut le quitter,2
Avec la Chaleur les temps-ci noor laisse d’abord 🥹,1
La seul question que je me pose c’est comment il est arrivé là-bas 🤦🏾🤦🏾,1
C'est quoi le travail,1
Ils ont aussi les avions de sorcellerie 😂😂😂😂,2
Peut-être ce sont les prêt 💵 de la banque 🏦 qui veulent finir avec lui 🤣,2
😂😂😂😂😂 il y a aussi ça,2
La vie n’est pas facile 😎,1
La personne qui arrive au Cameroun et qui m'appelle aura un weekend gratuit avec moi 🥰🥰🥰🥰❤️❤️❤️❤️,1
Vraiment 🤣,2
Je te jure 😂😂😂😂,2
Comment il est rentré là-bas aussi 🤦🏾🤦🏾,1
🤣🤣🤣,2
🫣🫣🫣,1
1 place disponible pour homme,1
null,1
null,1
🛑🛑🛑PLACE DISPONIBLE À CRYMSKAYA,1
Va à la banque non champion,1
"Bonsoir, s'il vous plaît s'il y'a quelqu'un qui quitte d'ici pour le Cameroun ces jours bien vouloir me faire signe.",2
Demain je besoin de 10 personnes au chantier Paiement 2700 metro scherbinka sorti 4 rencontrer 8h30,1
Besoin du CFA au pays pas au taux de Google.,1
Demain je besoin de 6 personnes au chantier Paiement 3000 metro petrovska  Razumovskoye  sorti 4 rencontrer 8h30,1
🛑🛑🛑Chambres disponibles à crymskaya 15,1
Sakibu,1
Demain je besoin de 6 personnes au chantier Paiement 3000 metro petrovska  Razumovskoye  sorti 4 rencontrer 8h30 à 19h',1
Demain je besoin de 6 personnes au chantier Paiement 3000 metro petrovska  Razumovskoye  sorti 4 rencontrer 8h30 à 19h',1
Demain je besoin de 6 personnes au chantier Paiement 3000 metro petrovska  Razumovskoye  sorti 4 rencontrer 8h30 à 19h',1
Demain je besoin de 6 personnes au chantier Paiement 3000 metro petrovska  Razumovskoye  sorti 4 rencontrer 8h30 à 19h',1
🛫🛫🛫🛫🛫🚨🚨🚨🚨,1
"Bonsoir à tout le monde c'est si concerne particulièrement les sans papiers besoin de 5 ou 10 personnes pour un travaille non loin de moscou dans campagne où vous êtes nourris et logés et on pay chaque mois sans retard vôtres argent avec l'assurance que la police ne va jamais vous déranger,les tâches sont divisés mais c'est sont les machines qui travaille le plus dure donc c'est pas trop physique et salaire sont répartir par tâche,il y'a 60000mille,70000mille et 80000 mille tout dépend de ton travaille pour celui qui est intéressé IB",1
Tienda para mañana en la línea gris. De 8 a 2 pm,1
"Les gars qui n'ont pas envoyé leur passport vous allez pas travailler, donc envoyé moi vos photocopie de passeport",1
Bonsoir à tous besoin de 6 peronnes (garçons) demain au metro vodniy stadion sortie 1,1
null,1
Tienda para mañana de 9 a 3 pm. Pago 1400 al terminar,1
🎉 UNITY PARTY CHALLENGE - LE CONCOURS ULTIME POUR LA MEILLEURE SOIRÉE DE L'UNITÉ 🎉,1
🚨🚨🚨Besoin de 10 personne pour compléter l’effectif demain pour un travail de 🏗️ au métro filatov lug,1
🚨🚨🚨Besoin de 10 personne pour compléter l’effectif demain pour un travail de 🏗️ au métro filatov lug,1
1 place disponible pour homme dans une chambre à 2 au mètro olgino,1
Utilise ce lien pour intégrer mon groupe WhatsApp : https://chat.whatsapp.com/BjNPwVTGGai4WdrDGc4YB2,1
je cherche une studio où chambre pour deux personnes jusqu'à deux semaines si quelqu'un à nouvelle je suis intéressé !!!,1
Il reste 2 place libre <This message was edited>,1
bonsoir je besoin de 3 personne au chantier 2600 dans le métro domo sortie 9 fini paye,1
😌,1
Combien,2
Akiéké,1
Bonsoir L'attieke déshydraté 1kg à 1500p,1
Bonsoir svp lien du match de la France,1
🚨🚨🚨Need 10 people to complete the workforce tomorrow for 🏗️ work at the filatov lug metro,1
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 besoin de 60 personnes demain de 9h - 17h45 Metro kaluzhskaya sortie 04 fini payer 2500p,1
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 besoin de 60 personnes demain de 9h - 17h45 Metro kaluzhskaya sortie 04 fini payer 2500p,1
Besoin de 02 personnes(hommes) ce matin pour travail de chantier de 9h00 à 18h00 payé 2500r après boulot au métro Филатов луг,1
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 besoin de 60 personnes aujourd'hui de 9h - 17h45 Metro kaluzhskaya sortie 04 fini payer 2500p,1
Good morning guys.,1
https://t.me/+V2g_mXzy-05kOTg6,1
Besoin maintenant d'une personne(homme) au métro Филатов луг pour travail de chantier payé 2500r après boulot,1
1 place disponible pour homme dans une chambre à 2 au mètro olgino,1
null,1
null,1
1 chambre disponible pour 2 personnes au métro schyolkovskaya,1
🚨🚨🚨Besoin de 10 personne pour compléter l’effectif demain pour un travail de 🏗️ au métro filatov lug,1
J’ai besoin de quelqu’un qui connaît faire le remont à Moscou,1
Chambre disponible,1
✈️✈️DEPART imminent CONFIRME,1
null,1
Bonsoir besoin de 3 bon soudeurs dans une entreprise à Podolsk,1
Good evening need 3 good welders in a company in Podolsk,1
Intéressés Inbox,1
*Appartement disponible à partir de demain 12h.*,1
Demain je besoin de 7 personnes au chantier Paiement 2500 metro scherbinka sorti 4 rencontrer 8h30,1
Transférez de l'argent rapidement et en toute sécurité.,1
"Besoin des deux filles dans une chambre, la chambre et vaste,8000r le mois, 10min du métro, le bus 🚌 de l’état, le métro 🚇 lukhmaneskaya.",1
Besoin de 40 personne bibirevo boulot nettoyage payement 2300 après le travail de 9h à 17h50,1
"Salut à tous j'ai besoin de 2 personnes ( hommes) au métro domododevskaya sortie 11 à 8h00  pour un boulot de chantier, balayer la saleté, .",1
are you sure they will pay after wot,1
Demain besoin de 4 personnes pour  le boulot de chantier Paiement 2400 après  le boulot metro kropotkinskaya sorti 1,1
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 besoin de 60 personnes demain de 9h - 17h45 Metro kaluzhskaya sortie 04 fini payer 2500p,1
🚨🚨🚨Besoin de 5 personne pour compléter l’effectif demain pour un travail de 🏗️ au métro filatov lug,1
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑 besoin de 60 personnes demain de 9h - 17h45 Metro kaluzhskaya sortie 04 fini payer 2500p,1
*Besoin de personnes( garçons ou filles ) dans la région de Moscou*,1
"de 9h00 à 18h00, paiement 2600 par personne, démontage et ramassage des ordures, rue agricole 17k5, station de métro Jardin Botanique, sortie 1,les intéressé écrit moi en privé",1
https://t.me/+H66j11tAGwEzNDJi,1
Besoin de 3 garçons demain au métro aminevskaya sortie 2 à 8:00,1
"Travail de chantier demain de 9h00 à 18h00 payé 2500r après boulot, besoin de 02 personnes au métro Филатов луг.",1
"Travail de chantier de 9h00 à 18h00 payé 2500r après boulot, besoin de 03 personnes encore ce matin au métro Филатов луг.",1
null,1
Anyone going out should be careful the immigration officers are out.,1
null,1
null,1
Chambre disponible,1
https://youtu.be/DPio1NkIXPs?si=F0q1Bop3YxFaYBLC,1
https://t.me/+V2g_mXzy-05kOTg6,1
Besoin de 4 soudeurs assembleur a jours pour le long terme  les intéressé me inbox,1
Comment voter dans UNITY PARTY CHALLENGE ? Très simple :,1
🚨🚨🚨Besoin de 10 personne pour compléter l’effectif demain pour un travail de 🏗️ au métro filatov lug,1
one bedroom apartment available for rent,1
Bonsoir ici aidez-moi a répondre a l’inquiétude d’un de nos frères africains.,1
😂😂😂😂😂😂😂😂,2
Écrit moi,1
Space available for a girl not far from the train station minutes walk to the train station inbox me if ur interested for more details,1
Construction job available...8am-6pm. 2900 daily after work.,1
null,1
"Trois places disponibles dans une chambre, 8000r le mois à chacune, 10 min du métro 🚇.pas besoin de caution, inbos pour plus d’infos. <This message was edited>",1
🩸🩸🩸🩸🩸🩸🩸🩸 Besoin  de 20 personnes le travail durera 3 mois,1
C'est toujours disponible ?,1
🚨🚨🚨Besoin de 4 personne pour compléter l’effectif demain pour un travail de 🏗️ au métro filatov lug,1
Bnsr la famille je besoin de 10 personnes  pour le boulot de nettoyage demain payé 2500 après travail metro tekstilschiki sorti 5 rencontrer 8h30,1
Bonsoir la famille Besoin d'un personne ou une personne qui peut faire ce modèle,1
Do you also dread?,1
Hello!,1
I think school renews your visa,1
Are you done with school?,1
Sure,1
Army 😏,1
Je fais ça,1
✈️✈️✈️✈️✈️✈️✈️✈️DEPART imminent CONFIRME✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️,1
Besoin de 2 paquets de mèches noires,1
"J'ai besoin de quelqu'un qui quitte d'ici pour le Cameroun cette semaine... J'ai besoin d'envoyer des médicaments, c'est urgent svp.",1
https://t.me/+V2g_mXzy-05kOTg6,1
🚨🚨🚨 besoin de 4 soudeurs  assembleur  de tout urgence pour un travail pour le long terme Moscou  les intéressé me inbox,1
null,1
null,1
🚨🚨🚨🚨,1
🚨🚨🚨Besoin de 4 personne pour compléter l’effectif demain pour un travail de 🏗️ au métro filatov lug,1
https://t.me/+V2g_mXzy-05kOTg6,1
